# units: Q[W/m^3], h[W/(m^2*K)], T_inf[K], P[MPa], y[K] (y=界面两侧平均温度); dT_int[K]=界面温跃(派生,P通道诊断)
Q,h,T_inf,P,y_obs,dT_int
43473.86816363446,29.890676974417623,321.8277337439374,3.9611732527726,314.5055527797154,-23.824307839035328
87749.7535517527,46.80617645827139,313.3545362243332,2.5230045748574956,320.29672601675634,-43.75522641711626
58011.80696298016,28.988332455077778,308.40475806927935,9.167453983459625,311.4885680569733,-16.418313294429367
93139.11154599772,5.753992234151109,306.57897329340074,3.714891749930456,332.51592713293024,-51.97771865380963
10100.818528481914,47.62202322802267,288.01677732078,6.147998355227558,293.403030437949,-1.3826495106787888
27499.382913744164,41.70207162104994,302.27034508034114,2.446214267849241,306.57151447025,-15.387329608970902
14979.924404273206,18.709241161363465,319.40160510631176,7.965965493671913,300.05048849085466,-7.232941679312944
47016.254592478275,38.39442900979766,277.82180583280456,6.638639102094774,304.61510004022523,-9.660394437756224
46004.18349167571,33.09909399381425,301.3361295101564,1.0615692709778508,302.09335873193055,-35.564697373818774
55933.87846682929,3.451010309387233,312.2762876369596,8.841413767138448,303.89244115069107,-18.034699464680614
28512.192597677913,44.05917546620584,307.31553176539256,2.1823718803338625,296.4062961324631,-18.40324887808123
18932.55574879534,4.569519289790364,295.1570993832179,7.176928485840743,305.69830381441443,-6.858947280002269
20005.35164408868,6.703537905852537,284.40565335751484,3.116394315899095,299.8263017097203,-11.417079198324814
44999.16820812697,23.890797945237665,279.74389437802404,4.799849518448229,304.2968719075953,-14.5057325850388
19738.917209894615,26.01502819164874,307.07176938714747,0.7324233136615778,309.58561699925855,-24.305102205848982
35487.088484491454,14.859961685008923,302.16111582618936,5.1560706204723665,303.9431037773594,-15.153667377791578
71497.18893640363,18.418103942900967,304.4975286632895,3.1083914853375982,325.98293244746844,-38.888814223225666
49788.52548684094,10.336086656600534,296.8207465941704,1.6506914946718567,320.0990131305438,-42.450403281707565
23552.64629985517,34.533796460323046,292.9678555791896,6.89387050695412,297.93319900275844,-6.4896702211642605
11339.253549581485,20.348298627360617,293.22142690844476,5.727931900798958,296.3361198218889,-3.99259613467342
80919.00524662135,13.596071514475902,305.2061662183149,3.4207884364506524,335.2572434883427,-43.63259395004337
18074.460146959245,46.07281584167201,300.1059822960699,9.271957264618807,294.9239958192211,-5.260025591085423
26910.266494477968,8.037359982428583,285.8357884474662,5.545144789166586,300.54039050021987,-10.544747593363411
45263.918261282066,21.73415386753886,277.0581374200803,5.670003748444664,301.25503395875955,-13.340038482437649
39275.39137326267,32.10018968169706,278.0442521627063,8.396621806164033,303.42109615722956,-7.458707520842893
52415.71814599134,42.00609520600595,275.55727569159933,8.607748075323256,304.90067773711223,-8.67753370460946
40228.52977180657,31.233392845117415,294.6339824726286,5.593731633860277,311.97800668433086,-13.203781706096379
14096.307714441282,20.996295045533614,273.1915796990361,0.8571403029225957,291.5187998202825,-5.353770209313382
99805.595487122,14.317553629095768,310.830629418105,9.522688173772394,323.84673886088615,-28.422876525691095
30808.750367403813,40.151001354495406,291.5256652322842,1.9428658729526864,303.1462350288581,-14.538675215562193
53822.88602298537,32.61116342777092,296.0467992835958,7.714361916205126,309.70691267014547,-14.711107627248225
93344.97169035807,12.724717908233735,276.44906421382365,1.7295077485371964,342.99270474763506,-69.62683841546146
99105.84733245119,22.98389746484687,316.7436020351811,9.629658321221504,323.7926827046774,-27.5131213113188
17199.42589117546,37.50695676715721,289.24784736028823,0.8002424775324289,306.31053868169016,-10.165640863831015
89336.29876970658,29.296828604092138,317.9093008754992,5.943598182970293,316.8151210676293,-32.81489432249367
80143.31356535244,40.304018308605535,305.9522461376863,2.145431316177592,321.08783408449426,-42.69254951829089
69500.2883348734,40.84067018545854,281.3795151316545,8.4774076121301,302.53395454633346,-14.055266067907496
61282.49854609919,22.36531338306652,308.5635987259725,0.5967083655192826,332.43874324152733,-71.63928356765814
91670.65932722966,36.26115219746336,310.2613987061992,9.38556297724471,318.83680227493414,-23.864348326362972
34616.03966396743,31.75446179478127,280.33900878190923,5.202532445540133,306.14344237619923,-8.798135940245515
79508.1192880366,35.51721860097986,320.60869706674816,8.743732272820255,315.6635353589479,-23.791006649610665
82969.96020771276,19.68706075672164,311.96993011303834,6.253800399130923,317.4488895064813,-30.343597779820414
73821.92366193174,48.90310324501717,321.40009411048726,9.570452776450828,320.72861796610533,-21.04628955693454
24421.20928652065,6.2515525374570835,289.7068612489401,7.408952904756848,305.64833305177103,-8.275887894143409
76853.85162329134,3.8838418826665375,275.2565046236754,8.685254610936129,320.6731643661226,-23.960065363959586
68246.14803925328,14.741612190323197,277.31161590032536,8.234707346630675,313.63721208427194,-18.834460151681924
22893.386422646046,37.2073378403206,290.09634223469345,1.8949439890440194,298.6432083205599,-10.642935172569366
81316.57310426369,38.075972068727545,286.3140927942658,7.650148663990971,314.7877615567337,-19.340161751411813
95463.50471646109,30.900408037882617,287.29260520854695,6.440263489393974,319.52071209859776,-27.31421997463599
82233.0802090259,7.412853375093467,311.3044616887153,8.973789755985655,317.8871276151261,-25.483657576019368
76263.66512482334,17.779708248668875,288.5600082233965,5.863159885510161,315.9224911748111,-26.55471052079008
21983.729124702666,16.672219491323887,274.2781196442611,6.0522799733171855,298.17004315887533,-5.532291134862362
54791.09818779155,44.636867600740736,318.868562228724,9.709306534650235,313.5448714921221,-16.461351894905818
73205.21156253986,42.78675674578517,299.9667004980604,1.7682882053583822,321.5253314732195,-39.26595641141529
57566.06955538631,26.259675543502,294.03320773605446,6.5526478361231595,307.0900764235525,-17.797282446981797
63583.868807442275,38.73177611806928,317.24335145099104,3.4299825976711276,315.3916945064864,-31.787292032533742
13662.389849208084,26.837904635447295,311.6043215304359,8.17030147253665,303.32564393715217,-6.305709908319557
48088.610911156284,39.604918321789626,299.4565730329056,3.028069364943508,306.3557383979379,-21.575329492802666
85248.7429491389,28.652112401677755,290.6707694816677,9.322134391347692,309.89594586864825,-20.438037840091567
84628.16451379984,47.99473361803132,304.97693160613824,4.390456497239706,316.337836978494,-30.165874689669863
57068.85674818577,13.307494015714763,305.8780231115405,7.548005983178415,315.4702947314526,-19.195571219673752
60257.44730239464,11.767720074769441,292.1244033301415,0.9081433958328744,334.62089146980776,-67.71304232081917
70419.3088474191,48.65257427876995,283.23525057434176,9.121124058394278,307.66514013632946,-12.95034617530456
97168.0579335701,27.07720973615582,315.74169778661445,0.5657120213459476,348.32958255461307,-105.62716170613669
51247.84365568002,22.041284714357733,284.2170662893429,7.789455792804646,303.80070693135593,-13.581071333889838
75514.9507920157,9.536427857397392,286.79783089326645,2.9106737593376732,324.88596519408316,-45.03858208176314
66710.99630232246,15.43939694453763,273.724643827353,9.77013654842085,304.2324618029442,-16.018162319347596
48781.732061904615,23.54975785076954,314.1970422318653,2.315678173567753,318.81449166347164,-32.998653682379086
71538.51786725491,30.567378539797147,317.14172497559366,3.878624473863876,324.08479464873966,-34.0341468967402
68796.59928804894,25.58262573049095,297.22060029522186,2.7871442519484275,314.7537300404734,-35.24240164363613
