# units: Q[W/m^3], h[W/(m^2*K)], T_inf[K], P[MPa], y[K] (y=界面两侧平均温度); dT_int[K]=界面温跃(派生,P通道诊断)
Q,h,T_inf,P,y_obs,dT_int
79116.103864033,34.18914223072427,279.5324192802496,2.2323712033480545,314.18003836127946,-35.35651296092216
50696.33165625609,24.038296298575396,289.77582612613924,6.3261292899380095,308.79686253099027,-15.92610086507799
72948.95932176957,30.890905674126216,298.0585436690371,5.407736190558709,305.82736296618907,-25.396836663600574
42419.13082760613,42.20391721137583,292.57844366349406,8.665870263076666,304.5404967170275,-9.861675144698383
22514.28613760909,44.01771811130042,302.4946297987902,9.211344057412028,300.38817384032194,-6.900038037679142
87926.18958786229,48.52159073144081,299.2164088436403,2.955254091621881,312.1848324917111,-36.05943812557867
23102.550558035757,43.680618890919625,308.7544968715149,7.512707823961998,297.65051604429624,-9.254311236566508
35252.048590298764,11.777965098719788,303.59784825388977,9.383238605583841,301.10378198371376,-10.639307349866243
15999.357735107234,3.2482204269455153,288.4004463916017,5.177463699755226,299.8726018254671,-7.1539110295148065
88238.00515029352,26.896707308020055,320.24625432731204,7.761006712689538,310.13210413071266,-28.882606382709206
51873.90238134758,22.88354518049868,304.9811421050599,7.094432698312179,307.62399616196797,-17.541977855885666
28809.086453129014,45.140576001618044,283.5925331580773,7.5494868872802225,306.6086072934288,-5.0150325388789145
77182.61519253698,33.43930054557881,308.1020964384353,9.917161261559155,313.8591675047348,-20.167325198160103
54145.32352467461,45.6753480195656,301.1241733146038,1.020147864014121,312.3478924726358,-36.487373262975744
36508.20617757208,39.12225275871191,309.92985697150397,3.954702925190832,311.1515294348887,-18.1600915413427
76365.3465576712,5.056318057017879,294.61346926365076,6.863382626777073,308.10417222023386,-28.263831995418357
59714.64850374799,6.7434059261866555,274.2940834832182,9.604137665248523,304.68061625722237,-16.577749363011147
99816.01703431804,45.80072855189304,310.82094208898417,8.844856743437381,315.63892337108626,-26.359062355255563
98318.73332959968,40.94961195146476,295.71472654022466,2.528065039093557,320.8738658325487,-44.59129458675735
80087.86802254098,35.7639191359597,273.76721873837835,3.8711095037820398,311.50854825380173,-25.271146901139474
31480.294819207946,20.89162339850685,273.38181588314455,1.5043397998713888,306.3078557868692,-17.05535435908235
91024.34025477717,35.01342139342312,319.9983427770384,7.889306732206372,311.1118072526963,-28.70984550252101
48713.58066928486,31.367158226036373,305.3913507117878,8.366335680399313,311.66308772604,-14.629767880846346
25648.627814315856,36.412394697022215,291.3583416788239,8.605705787572235,300.6000993174388,-5.98372020841272
82272.26369974985,3.8581028469852683,299.5545405285071,8.085807850491651,310.6342386831755,-27.684088339822498
26316.775476445266,21.701268134502225,297.3231986783016,4.872563173727629,308.8047199858421,-10.874889020376234
60757.40538885135,49.897392119172686,303.3294390314899,3.389076435565457,312.654410056413,-25.327243976141684
58470.962427771046,27.71110018043361,300.4684242499854,5.566701216934197,301.89821262066783,-21.152508643425087
18877.10073087942,4.380197606997158,314.86499140503554,7.6971401910574135,296.3729406031571,-7.149619684229739
75344.9027356673,28.37354510492362,311.21875909161406,1.2445522133438036,325.9024971426822,-60.68927938629849
50369.106656834934,12.160353850266988,275.67703916868993,2.373395203995559,317.42416290627455,-30.57047696879554
27365.842002623078,9.650230786910171,322.1349725751137,1.7411960097735273,308.88978938808805,-27.368602917462034
73853.4622089602,7.265984544817703,315.8677086020617,7.454865920886848,308.4501683559692,-26.382415618677214
99221.71188509637,25.659386573542804,313.06460098621676,4.38149200181584,326.2518823275791,-43.24051764427725
